volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
273050;Banahaw;complex;Unknown;Philippines;Philippines and SE Asia;Luzon;14.07;121.48;2158;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;754;93134;1698285;23837289
265090;Banda Api;caldera;1988;Indonesia;Indonesia;Banda Sea;-4.523;129.881;596;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Dacite;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;5682;5682;5810;5810
283160;Bandaisan;stratovolcano;1888;Japan;Japan, Taiwan, Marianas;Honshu;37.601;140.072;1816;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;5923;17608;327454;4709782
341020;Barcena;pyroclasticcone;1953;Mexico;México and Central America;Mexico;19.3;-110.82;332;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Rhyolite;Basalt / Picro-Basalt; ; ; ; ;NA;0;0;0;0
373030;Bardarbunga;stratovolcano;2015;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);64.633;-17.516;2000;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;0;0;0;1348
300084;Barkhatnaya Sopka;lavadome;-3550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;52.802;158.24;874;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite;Rhyolite; ; ; ; ; ;NA;0;208;13963;252873
222030;Barrier, The;shield;1921;Kenya;Africa and Red Sea;Africa (eastern);2.32;36.57;1032;Rift zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;Phonolite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite; ; ; ; ;NA;17;112;4180;109675
345050;Barva;complex;-6050;Costa Rica;México and Central America;Costa Rica;10.135;-84.1;2906;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;177;8018;2004665;3399329
275050;Bas Dong Nai;volcanicfield;Unknown;Vietnam;Philippines and SE Asia;Southeast Asia;10.8;107.2;392;Intraplate / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;991688;991688;991688;12300349
264010;Batur;caldera;2000;Indonesia;Indonesia;Lesser Sunda Islands;-8.242;115.375;1717;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt; ; ; ; ; ;NA;466899;466899;937766;4289189
355122;Bayo Gorbea, Cerro;complex;Unknown;Chile-Argentina;South America;Northern Chile, Bolivia and Argentina;-25.414;-68.588;5413;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;26;288;7824
225060;Bayuda Volcanic Field;pyroclasticcone;850;Sudan;Africa and Red Sea;Africa (northern);18.33;32.75;670;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ; ;NA;1124;1124;2752;259325
322060;Belknap;shield;480;United States;Canada and Western USA;USA (Oregon);44.285;-121.841;2095;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;0;6518;362091
300640;Bely;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;57.88;160.53;2080;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;20;1320
390022;Berlin;shield;-8350;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-76.05;-136;3478;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;Phonolite;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite; ; ; ; ; ;NA;0;0;0;0
290040;Berutarubesan [Berutarube];stratovolcano;Unknown;Japan - administered by Russia;Kuril Islands;Kuril Islands;44.462;146.932;1221;Subduction zone / Intermediate crust (15-25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;113;240;9155
300250;Bezymianny;stratovolcano;2020;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;55.972;160.595;2882;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;0;47;11728
268073;Bibinoi;stratovolcano;Unknown;Indonesia;Indonesia;Halmahera;-0.761;127.725;932;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;53;4276;15604;83771
272080;Biliran;compound;1939;Philippines;Philippines and SE Asia;Central Philippines;11.523;124.535;1301;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;4612;78799;254519;3177850
255011;Billy Mitchell;pyroclasticshield;1580;Papua New Guinea;Melanesia and Australia;Bougainville and Solomon Islands;-6.092;155.225;1544;Subduction zone / Crustal thickness unknown;Eruption Dated;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;113;449;9620;119191
231072;Birk, Harrat al;volcanicfield;Unknown;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);18.37;41.63;587;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;37855;37855;37855;596401
221220;Bishoftu Volcanic Field;fissurevent;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.78;38.98;1850;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;310101;310101;662037;7986826
324010;Black Butte Crater Lava Field;shield;-8400;United States;Canada and Western USA;USA (Idaho);43.183;-114.352;1478;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;119;158;4440;171376
327050;Black Rock Desert;volcanicfield;1290;United States;Canada and Western USA;USA (Utah);38.97;-112.5;1800;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Rhyolite; ; ; ;NA;3292;3292;3679;54291
357102;Blanca, Laguna;volcanicfield;Unknown;Argentina;South America;Central Chile and Argentina;-39.02;-70.37;1700;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ; ;NA;0;0;0;0
355210;Blanco, Cerro;caldera;-2300;Argentina;South America;Northern Chile, Bolivia and Argentina;-26.789;-67.765;4670;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite; ; ; ; ; ; ; ; ;NA;39;39;65;14279
311300;Bogoslof;submarine;2017;United States;Alaska;Aleutian Islands;53.93;-168.03;150;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ;NA;0;0;0;4216
300087;Bolshe-Bannaya;lavadome;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;52.9;157.78;1200;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Rhyolite;Dacite; ; ; ; ; ;NA;0;27;1061;271762
300300;Bolshoi Payalpan;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;55.88;157.78;1906;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;0;26;2653
300150;Bolshoi Semiachik;stratovolcano;-4450;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;54.32;160.02;1720;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite;Rhyolite; ; ; ; ; ;NA;0;0;554;7373
300360;Bolshoi-Kekuknaysky;shield;-5310;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;56.483;157.917;1401;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ;NA;0;0;158;2779
221240;Bora-Bericcio;pyroclasticcone;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.221;39.05;2267;Rift zone / Continental crust (>25 km);Evidence Credible;Rhyolite; ; ; ; ; ; ; ; ;NA;5822;44666;433373;8356559
221107;Borawli;stratovolcano;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;13.304;40.987;784;Rift zone / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt;Trachyte / Trachydacite;Rhyolite; ; ; ; ; ; ;NA;38;100;3699;111101
221210;Boset-Bericha;stratovolcano;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.558;39.475;2447;Rift zone / Continental crust (>25 km);Evidence Credible;Rhyolite;Trachyte / Trachydacite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;3267;19603;586318;7130451
386020;Bouvet;shield;-50;Norway;Atlantic Ocean;Atlantic Ocean (southern);-54.408;3.351;741;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Trachyte / Trachydacite;Rhyolite;Trachyandesite / Basaltic Trachyandesite; ;Trachybasalt / Tephrite Basanite; ; ; ;NA;0;0;0;0
351012;Bravo, Cerro;stratovolcano;1720;Colombia;South America;Colombia;5.091;-75.293;3985;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ;NA;1679;4916;538690;3929468
371040;Brennisteinsfjoll;craterrows;1341;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);63.933;-21.783;610;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;33526;33526;163469;203012
320170;Bridge River Cones;volcanicfield;Unknown;Canada;Canada and Western USA;Canada;50.8;-123.4;2500;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;55;55;219;15871
390080;Bristol Island;stratovolcano;2016;United Kingdom;Antarctica;Antarctica and South Sandwich Islands;-59.017;-26.533;1100;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;0;0
390010;Buckle Island;stratovolcano;1899;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-66.78;163.25;1239;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ; ;NA;0;0;0;0
311010;Buldir;stratovolcano;Unknown;United States;Alaska;Aleutian Islands;52.35;175.911;656;Subduction zone / Intermediate crust (15-25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;0;0
273010;Bulusan;stratovolcano;2017;Philippines;Philippines and SE Asia;Luzon;12.769;124.056;1535;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ;Basalt / Picro-Basalt;Rhyolite; ; ;NA;2789;74286;518705;3360418
223004;Bunyaruguru;maar;Unknown;Uganda;Africa and Red Sea;Africa (central);-0.2;30.08;1554;Rift zone / Continental crust (>25 km);Evidence Credible;Foidite; ; ; ; ; ; ; ; ;NA;177517;177517;338735;5955535
221260;Butajiri-Silti Field;fissurevent;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.05;38.35;2281;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;431631;431631;889323;7096283
264001;Buyan-Bratan;caldera;Unknown;Indonesia;Indonesia;Lesser Sunda Islands;-8.283;115.133;2244;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;333333;333333;935879;4355947
272050;Cabalían;stratovolcano;1820;Philippines;Philippines and SE Asia;Central Philippines;10.285;125.218;912;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;26511;88767;277950;2091362
357112;Caburgua-Huelemolle;pyroclasticcone;-5050;Chile;South America;Central Chile and Argentina;-39.25;-71.75;1652;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;5951;5951;17774;521553
273090;Cagua;stratovolcano;1860;Philippines;Philippines and SE Asia;Luzon;18.222;122.123;1133;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;99;1137;34018;1480952
357042;Calabozos;caldera;Unknown;Chile;South America;Central Chile and Argentina;-35.558;-70.496;3508;Subduction zone / Continental crust (>25 km);Evidence Credible;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;550;550;1023;305637
210040;Calatrava Volcanic Field;pyroclasticcone;-3600;Spain;Mediterranean and Western Asia;Western Europe;38.87;-4.02;1117;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Foidite;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ;NA;197199;197199;197199;774386
358020;Calbuco;stratovolcano;2015;Chile;South America;Southern Chile and Argentina;-41.33;-72.618;1974;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;70;871;32265;575233
357091;Callaqui;stratovolcano;1980;Chile;South America;Central Chile and Argentina;-37.92;-71.45;3164;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ;Dacite; ; ; ;NA;56;294;4354;400426
224010;Cameroon;stratovolcano;2000;Cameroon;Africa and Red Sea;Africa (western);4.203;9.17;4095;Intraplate / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite; ; ;Trachyte / Trachydacite;Foidite; ; ;NA;328;26053;417460;3079036
271080;Camiguin;stratovolcano;1953;Philippines;Philippines and SE Asia;Mindanao;9.203;124.673;1552;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ;Basalt / Picro-Basalt;Rhyolite; ; ;NA;12173;51587;92178;2871353
274010;Camiguin de Babuyanes;stratovolcano;1857;Philippines;Philippines and SE Asia;North of Luzon;18.83;121.86;712;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;876;1066;1369;409653
211010;Campi Flegrei;caldera;1538;Italy;Mediterranean and Western Asia;Italy;40.827;14.139;458;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;Phonolite;Trachyandesite / Basaltic Trachyandesite; ; ;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite; ; ;NA;2234109;2234109;3006865;6019697
211070;Campi Flegrei del Mar di Sicilia;submarine;1867;Italy;Mediterranean and Western Asia;Italy;37.1;12.7;-8;Rift zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;230578;230578;230578;633350
390100;Candlemas Island;stratovolcano;1911;United Kingdom;Antarctica;Antarctica and South Sandwich Islands;-57.08;-26.67;550;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ;NA;0;0;0;0
357140;Carran-Los Venados;pyroclasticcone;1979;Chile;South America;Central Chile and Argentina;-40.35;-72.07;1114;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;4840;4840;9001;452820
327110;Carrizozo;pyroclasticcone;-3250;United States;Canada and Western USA;USA (New Mexico);33.78;-105.93;1731;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;2;11;2596;89711
352006;Cayambe;compound;1786;Ecuador;South America;Ecuador;0.029;-77.986;5790;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ;Rhyolite; ; ; ;NA;70;1148;109630;3154986
320811;Cayley Volcanic Field;volcanicfield;Unknown;Canada;Canada and Western USA;Canada;50.12;-123.28;2375;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;0;0;0
358012;Cayutue-La Vigueria;pyroclasticcone;-190;Chile;South America;Southern Chile and Argentina;-41.25;-72.27;506;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;1737;1737;5482;451311
341030;Ceboruco;stratovolcano;1875;Mexico;México and Central America;Mexico;21.125;-104.508;2280;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ;Rhyolite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;NA;616;30319;93057;1282014
222010;Central Island;tuffcone;Unknown;Kenya;Africa and Red Sea;Africa (eastern);3.496;36.04;518;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;28;28;10253;216485
263170;Cereme;stratovolcano;1951;Indonesia;Indonesia;Java;-6.895;108.408;3039;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;915;67377;3058015;25718820
352022;Chacana;caldera;1773;Ecuador;South America;Ecuador;-0.375;-78.25;4643;Subduction zone / Continental crust (>25 km);Eruption Observed;Rhyolite;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ;NA;81716;81716;348743;3292546
290030;Chachadake [Tiatia];stratovolcano;1981;Japan - administered by Russia;Kuril Islands;Kuril Islands;44.353;146.252;1822;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;3;223;896;16275
354007;Chachani, Nevado;stratovolcano;Unknown;Peru;South America;Peru;-16.191;-71.53;6057;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Andesite / Basaltic Andesite;Dacite;Rhyolite; ; ; ; ; ; ;NA;97;1182;887176;1032411
352002;Chachimbiro;stratovolcano;-3740;Ecuador;South America;Ecuador;0.468;-78.287;4106;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;125;5299;356162;3253458
210020;Chaine des Puys;lavadome;-4040;France;Mediterranean and Western Asia;Western Europe;45.775;2.97;1464;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ; ;NA;323392;323392;427221;1577243
305060;Changbaishan;stratovolcano;1903;China-North Korea;Kamchatka and Mainland Asia;China (eastern);41.98;128.08;2744;Intraplate / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;Rhyolite;Basalt / Picro-Basalt; ; ;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite; ; ;NA;268;1833;29476;1660355
